Id,LetterGrade,StudentId,TeacherId
bc71fb51-c644-4b0e-8154-fbba08d90b29,A,a0a65015-c8a5-463a-abac-8c6ee158bc77,4873d81e-3026-4c70-a6b5-3ae760ca7b46
46304a64-5474-4d2d-8648-7e02088a172b,A,055075e3-d034-4297-afb6-c4f61b17eb1b,357d1c6a-cf51-4edd-b719-e171506d3542
d85f81b2-13ed-4d6f-a71a-29012d3ddc3d,D+,73fc4a1f-7997-46bc-a860-a3354baa8ddc,03558aa8-2bbe-465c-a2de-f8b3ddf19fcf
6395bb66-7db7-43c3-b8d2-945441eba50e,F,44ead58d-496e-4c66-abb9-c36d3f61c673,08f98650-3873-4694-898c-9c39a1f34ff4
a86414e5-5cda-48a5-90ed-842cf169a991,C,0d50d8bd-d692-4497-b048-d02325402728,a6e74fc0-757f-4b4b-9396-db1938f3b73c
f4521639-4e7f-4b92-bb24-ed508e966fc0,B,07846688-5dd1-4067-b9be-085d186f38f3,fc6dfb8c-f206-4cfc-9217-b89aa43f80c7
62d42e0d-d16d-4b8c-b92a-6a24ef208f7a,C,19844f10-552b-4248-b022-1ab7b6cbce4f,aafb76ab-4796-4f88-a3d2-6c04e8cb8fe9
25443feb-6129-4f8b-b482-99865fc9ca4b,D-,4137341e-c028-436e-aef6-02fac6187f6e,d9c2d18b-d4f7-4025-8f99-fa632c9cdb3c
57aab790-2b56-4bab-afec-e35ff8b808e3,D,ed6cdc25-001e-4e5a-a59c-d1052a4db044,68d81d6d-6dde-47b9-9f79-4e04b3ba6086
3fde1783-2ded-4bb0-ae72-07a6fb27e26f,B,779aebf6-e3cd-4b1e-982e-d5b37c7a53e3,bce61f6d-ebd5-42e4-8627-a62f07562c34
304347b6-4eb3-4548-9bfd-7de9906a0066,D-,f153de29-288d-4555-92ab-21d30143f7ca,0010eac2-38be-45d4-a8fb-051b1b1a16a9
675f9d23-bdb9-4859-88cb-f081c99fa0fe,A,3389f3c8-468a-4bc5-bff8-ea993080fd5b,8f7af8d7-7e31-444f-aa1c-e0ad53a2d8a8
a0d10821-ecb9-483e-8dde-9aab22cbcac7,C+,12cef064-3fdb-42f6-b6f7-1838bec76f20,dc0b5f29-a935-4a35-8b02-ee9926fe1b00
d882a354-531e-492c-96c2-33a27f38abc8,D+,cb5bae61-3d3b-4715-a619-176e6d545bf7,08f98650-3873-4694-898c-9c39a1f34ff4
8a35d95d-7f5a-44b8-ba82-6e0f7e7107de,C+,50e3816d-f5b4-4031-8603-caf80f1a8f9d,5249ded5-d44b-488e-9838-367e4a2b67a8
fedce14d-9bb5-4b56-9f77-99f956ae765c,B,5e0e1193-20b2-470c-8e9d-e83c4ef94d7f,05aaf131-f42b-4f1b-a218-4b4e16531964
8471d4ee-761b-4daf-9440-7df0a5a75b23,C-,ef9d4bb5-3f6d-49db-887d-6dd46fc4c6e0,51e6c090-d503-4e05-be8a-6cb0cf92c71c
e4eb2f46-28f9-4e5f-852b-2d18c010283d,C+,279b9049-3767-4d85-8fc4-1bee9a32cc0e,b4366bda-a324-4527-bd69-8069860e3d71
46cb4c7a-41ae-4e0e-b5eb-d19e9fc323c8,D-,0ff08df5-e583-4a5f-b695-1b5623dcfe89,e45f06f2-b494-49af-b2a3-e5c66a508f6b
dcaf3d7d-588f-4e5d-9260-4e5318b61552,A,0c25bcba-f0e8-4472-b587-431dcb2b13d4,a6e74fc0-757f-4b4b-9396-db1938f3b73c
07d73293-0d20-4be7-b160-e9ed16a4dd7c,F+,ea56a146-9867-4e4d-aad1-5a5097cc1096,a2efbea7-1319-4a78-a4a8-675e95a2d05d
f438efc4-5daa-4d65-b1bd-2a51a5098069,D-,d15c5150-07fe-491f-9a04-3beecc1afe17,dc0b5f29-a935-4a35-8b02-ee9926fe1b00
56fe2ceb-fc8e-4562-a7b2-bfc26a43ae24,C,f181861f-a695-4c47-b60f-8597b8cbcc4d,b4879ada-a16f-42db-8493-ad2bc93ee438
48700f97-0126-41dc-acc9-c51cb35e6b16,D+,8278b7c1-0b28-4726-8c75-7d5d42fd3656,6a64a9b6-5d90-46a1-8f08-db26b9ba3211
6794a170-e5f3-4833-b9b8-c5d917c6e835,C,caa62f72-1448-402d-b07a-be5898a4a5d3,b635ede6-c582-4850-a3d9-5825af931b95
4920cbf0-feb8-4b50-9e4c-1457cae7d88a,C,d22310f3-dca1-44b2-883e-693e8123e874,443bdb9d-e4ec-4076-9500-722fe690dd62
7184b5f2-91ef-47b0-aac0-b8b7e8a8b3b2,C+,b99816d8-45b0-4fc6-bd51-77ecad40fc35,3b56cb01-7623-4a2d-a9b7-3729dfca3740
e316a96b-9533-4cd6-b421-430d4d71396f,B+,b6a6a1cf-1bcf-47ae-a773-14f2380a9f4a,03558aa8-2bbe-465c-a2de-f8b3ddf19fcf
a6b34aaa-38b0-472f-8b16-3de3528114ee,D,bd4c06ce-cb27-410a-adf6-d9265cda9698,e45f06f2-b494-49af-b2a3-e5c66a508f6b
a8a146c7-fa9d-4d28-85e1-65ac6a878de4,D,ccf43892-a3de-4ebd-8c33-716dd8323899,286aa3e8-d56a-4e26-8974-13c40f8132a9
695f5ac0-4d71-483f-9b5d-81109b102c6b,B-,8e21c7d7-b6d3-436a-a50d-b51ae34afc7a,e45f06f2-b494-49af-b2a3-e5c66a508f6b
ebef5265-c7ac-41d7-9ff1-c75cf1affe87,D,696349eb-d832-4614-a4de-70d06cd14f47,668331d4-a6dc-40ee-8934-5728be8002e5
b4ce46cf-600a-4b57-8be4-e8e2a629ac31,C-,f525a1fb-bf4e-4542-98ea-741002464e60,7cef21df-99bf-471e-afd8-aab72256ee2b
fd6150ef-9b1a-4db0-a07b-227ecedeefcc,D,8f3a45f6-39d6-4a1b-98f4-bc0f8ad31e53,aafb76ab-4796-4f88-a3d2-6c04e8cb8fe9
85e02975-4713-4adc-97a7-80d3cdf4a493,F-,b0740b12-ee2f-4523-9a43-7fec080e3f16,561eab3f-408a-4f8f-beb3-77b4d1cc73eb
9f2a4bc6-dbf7-4319-9145-20d57f2883d7,D,b0d7c499-83c9-4c59-a582-c4d1f77dbfd1,a01f4ca7-c866-487f-adf0-b7ca62e1e94c
baf66cba-f766-4b8b-91c8-d3d508151076,C,bddd4702-67e5-46c8-bac4-15af8386d79b,561eab3f-408a-4f8f-beb3-77b4d1cc73eb
27643a5c-a026-4ce0-ac85-ad20b01e75a9,C,e5a3cf95-8a30-4b4c-8c5c-c603f6517b7e,26022f2e-cfa7-48d5-8a73-923c110cca20
5f2652c7-3473-478d-bf23-f2305d738bf6,D+,60f5be1b-60ce-4e99-a902-8dd4a936ae57,3b56cb01-7623-4a2d-a9b7-3729dfca3740
70fa4c8b-0e5f-44c1-9e53-82db3ee10a07,A,de08bc15-7b0e-48a3-906c-4330711b5851,6d4ae42b-801b-464c-a068-0c710b2e5d9e
dbd50f51-e94d-4bee-aaff-2ff3ac6a8772,C,f3abd8bf-c2e7-40f1-9b95-431d97f50341,79f99032-59f5-4c59-af1e-8d87ccf180ae
20463488-7506-4f6c-86cd-f5ded7ed3d4d,C,25148825-0e75-4ebc-a8e0-9c464c0915d7,dc0b5f29-a935-4a35-8b02-ee9926fe1b00
8cf43a8e-d804-4f70-8aa3-47b6afbd910c,A-,562c62cf-6e5a-4c11-ac34-285a32e658f3,806df860-13d4-4dc1-b977-1c77606f43cc
9a4ecddb-8355-4284-b812-4433955de002,D,3569e9e8-a9e4-4604-8cea-db63be4b57f1,a2efbea7-1319-4a78-a4a8-675e95a2d05d
40c1eb5f-8e0d-4d0e-9af3-ac7e8ff4ee68,B,dabd3317-0b83-4705-8b8e-b670e45e2b0c,0f828e19-3619-4bd5-8b17-789eacd9f073
e512f1ff-966a-4406-8cef-32b48639a40a,F+,3be6d314-1b77-4392-a475-b6b1ec8a6a23,27882fe3-360b-4c89-99bf-089ff18ab89a
376b2bf5-f478-4286-a805-0f5339c16743,C,e82daf60-e411-4651-b2ff-b7319cbd9838,45f4c656-851c-445e-814a-9171a5160dc0
8dce6641-b403-47c3-abec-d608e3eaf534,F,c0afd24f-dd68-4fad-b4f2-458b47ce8000,bbd85afc-47ad-47f0-89ec-ec8d609ad5d6
65473f17-b3f4-41d9-b512-9c59d261ad0d,D-,3deb7df8-1024-4f6b-a96b-7dda6c2a8f64,a4c2fe35-2d67-4bba-9349-812b95fe9a09
e5d390c3-ea63-4c65-8003-93638060b529,A,0b70d7c8-ed09-4a4f-bb46-4254328d8f23,99f88e6a-af66-4ab9-86da-90ae1e2fa093
d44f8fb7-f73f-4113-a25b-939431bb67db,F+,c822e36b-fe60-47ba-8535-6eda0946a321,e3927a39-6af0-4378-92a3-a29c72d51c52
4e998ca3-a023-4872-8fcb-a4124b70aaf2,B,cab67932-8a85-4051-9d8e-7c50b8d6f4c5,7d1b71b3-36f1-419a-ba70-060815a8ae74
f0f0490a-424c-48e4-b29c-2a80d31976d2,C-,07ac050b-531b-4232-870a-7dce82f0c0fb,b8aebd1a-7605-4223-948e-2e72c691978b
f79be654-d9d4-499a-891f-db67cfe80dd4,F,f94083c4-0192-4253-880f-c306c258d357,64f3a0f4-37bc-4843-a39b-963d4d1e30bf
95393f59-c575-463f-a23f-8231e8d5f329,C,ad1d45b8-4b7e-4cab-bb67-2cb8de6f6ccb,043c2c56-39e5-4fb5-a5bc-140411399476
7c352aa4-f3fa-4c4f-b057-1273e24361a2,A+,cd31b340-71c6-47bc-9dba-ca766c34c513,ec1166af-2a7a-4b46-b9a4-047a54a04877
66a0af5e-0bb4-4c51-8fbf-4eb1db0c40dc,B,46aa1e7e-e7eb-4b50-a7f9-5bbc42f23ab6,b4879ada-a16f-42db-8493-ad2bc93ee438
9fbfcb02-77d4-46c7-ac2b-3a4b7e8a019a,F,f02e7795-734b-476e-a7ef-db89fa415df1,3564934c-35e7-4f38-90b2-87a75e65759f
7bec208e-8d3b-4bbf-8d52-d475d530d591,D+,0b4916e1-0769-44ec-9e6f-b9811b2b7693,fc6dfb8c-f206-4cfc-9217-b89aa43f80c7
189d19f7-efd5-4a1a-af05-f6c7598ca913,A,261a0d81-a806-4dec-9e4b-cc727f17cd62,a4c2fe35-2d67-4bba-9349-812b95fe9a09
60d34c42-2228-4404-b2ec-7c9542e74d82,D+,8d77902e-c8c5-41b1-a709-1184b4520be7,a6e74fc0-757f-4b4b-9396-db1938f3b73c
8cddc5b1-f8e4-40de-a789-6d3f2cf2b7d7,C,19f029ee-e0fa-4443-a58e-18fd9eaf256f,4dbbe99e-7b1c-4ef0-a3b5-9cb6d1556ef7
d66412ab-e426-4f2b-8144-dd7240682cfe,F,e8d0a3be-0c3d-467f-93a2-67d6aba0db9b,b4879ada-a16f-42db-8493-ad2bc93ee438
17c3b843-84d8-4394-b676-404732688885,F-,b6a6a1cf-1bcf-47ae-a773-14f2380a9f4a,7ed8c3a0-0ec9-41fe-bdae-705b18fb17fb
218de7c4-664d-4b0d-8cd8-bea29bb5219a,C,5c6bc973-14a8-4a3c-b15b-1ba73b2ed9e8,3e4ead6d-27cc-428f-ae68-4bdb4c6387e0
bfe90026-0e40-443e-abea-f7d2ec5be000,D+,e68216ad-91e3-4e0e-b0b2-f81c811a5cb1,3564934c-35e7-4f38-90b2-87a75e65759f
574cd0eb-6d9c-4479-b452-f3ffc9aabf82,D,467a5997-64b0-4630-8cbb-2b4364302f89,86c52214-7fd2-49f6-b14d-212ffc1ef84c
b8190e34-0529-44a1-89ad-e510449bd01e,A+,86683d90-8e62-48b7-a309-60ba67457d8e,a4ee82c8-de04-4a63-b21f-6d801fcebbc4
87d0f2a8-7e95-4257-81a6-354807cc67f9,F-,1d72ed67-afc7-4f75-8e35-d0c8e501336c,4873d81e-3026-4c70-a6b5-3ae760ca7b46
669e1877-3837-4d16-898b-85115b4c0258,D+,c84ab1d1-083b-483b-b5d2-8bc6b1513fa4,5249ded5-d44b-488e-9838-367e4a2b67a8
b584a5dd-fc7d-4871-a5ef-e88347b6b714,F,47c61a30-9ed3-4986-b861-62bdbfcc551b,13cebc79-5b6e-4b4d-84e9-925e5e6c2474
56be25ad-0856-4ee2-b826-672354495766,C,f94083c4-0192-4253-880f-c306c258d357,86c52214-7fd2-49f6-b14d-212ffc1ef84c
303902c2-11ae-4510-a299-48604c0b2e31,D-,269ec646-0657-4a2d-8f8c-2516853ff844,1deb6d34-1d1a-466d-9387-99dbcadecc49
44e71d76-c24e-49f1-a582-9bfc8fddbca6,C-,fcc411e8-2bc9-4f9d-a42d-f43847dcc2a7,286aa3e8-d56a-4e26-8974-13c40f8132a9
85925233-6496-4de5-80f5-ef90d77ec3e4,F+,60f5be1b-60ce-4e99-a902-8dd4a936ae57,d00b331e-a480-4181-8a53-2c7ae99b416d
a27244ca-e594-4156-a4ef-c196fe10a291,C-,233b4440-e547-480f-9335-999d467fa163,bbd85afc-47ad-47f0-89ec-ec8d609ad5d6
bf9698e6-5e94-4389-a679-97dbe56627b6,D+,02df6fc5-aafd-4799-b417-3050457cd31d,0f828e19-3619-4bd5-8b17-789eacd9f073
05e589fa-aa59-4802-93c8-044ee6bb6ee5,B-,ea56a146-9867-4e4d-aad1-5a5097cc1096,03558aa8-2bbe-465c-a2de-f8b3ddf19fcf
c2de7e7c-8a7a-47cc-8176-8cfd926905a9,A,a840842b-bb73-4e69-997c-696644b3cf6a,e3927a39-6af0-4378-92a3-a29c72d51c52
28114bd9-98e6-4ff6-b47f-ae24116bd756,D,016bb5f9-0829-42af-aa3f-e53d18de1e8a,a4c2fe35-2d67-4bba-9349-812b95fe9a09
82c1f486-6b22-4454-bc1b-1a8a9a695ce0,C-,7d3c82c8-4dc2-4064-ae4f-58f97ec80b6c,7196c9d0-3353-4955-a7fc-f433bb85ddf8
25b7cfae-21f3-4622-a43d-18230e65641a,A,a8ef1f3c-fbee-4639-bebf-a50d0ae32831,694c7824-5428-4fba-95f8-7fc8e5b48ecb
aad9acb7-7470-416d-9c66-dbc5273b5acc,A,f041db16-506d-4932-af38-cd497affecbe,b9c6001b-624f-4d48-afa5-02cf6ec9224e
49400d3b-c8d6-4033-b0bf-eab5169edc8d,D+,10cdb9bc-80db-4350-873b-8c66f153e604,a4ee82c8-de04-4a63-b21f-6d801fcebbc4
2063a833-27ea-40e2-8984-8fc151230bdd,B-,7b4ac93f-2aae-4ccd-966b-348f9d7753c3,51e6c090-d503-4e05-be8a-6cb0cf92c71c
8ae32794-c64c-4639-9ce9-34489c2d0c5d,A,f6a5659e-2e43-4d8b-a60e-c991da7c86e8,f15f859f-02af-494b-9377-df69a960199b
002e4c6b-d794-4ff2-a202-7b4ce14aef9e,B-,25f6ad4a-dd55-4069-bc20-061f6eb8321a,b8aebd1a-7605-4223-948e-2e72c691978b
f8ec1ffb-9446-4614-a65d-307be763f333,B,e52667bc-b209-4808-a392-0f51ea6e9351,a9bb487d-0208-48c4-95a0-47569edad1ba
cec0ce16-c82e-4020-95d0-333ba04c2ad7,D,8f534a58-23c2-45c9-bb3a-43a324a97525,7ed8c3a0-0ec9-41fe-bdae-705b18fb17fb
a45426d7-ad43-48bf-aa96-1dc879ac1589,A,f3abd8bf-c2e7-40f1-9b95-431d97f50341,03558aa8-2bbe-465c-a2de-f8b3ddf19fcf
98e61dfb-cf50-418f-82c9-3a2018bf27ed,A-,10b76ec4-487d-4bdc-8402-e548a4c0d871,a4c2fe35-2d67-4bba-9349-812b95fe9a09
83b95546-bc2d-405e-8c96-230be9934bf1,A-,c40ff3a7-9af2-41dc-8273-bc82e11e786d,6a64a9b6-5d90-46a1-8f08-db26b9ba3211
1a0a1f64-3b5f-4bf4-aa17-73d8b9058d60,B,3be6d314-1b77-4392-a475-b6b1ec8a6a23,68329e43-8667-4196-a988-36ce6d4f692c
b5bc9182-b22a-48f2-ade5-4af992054205,B-,af1f6679-8148-4d3d-ae2c-e5f441ede9e4,13cebc79-5b6e-4b4d-84e9-925e5e6c2474
65e257ac-0ee9-4267-b3dc-1ba363744d0f,A-,8083fd6a-5f98-43e4-b3b5-1fd022969415,1de30808-ade4-4f5f-86a8-d4fdd57165f9
af0bdb96-2c68-454a-8a9a-18b14efd4f95,D,81d879b0-43e9-4d9b-9854-ea30eebe13a3,12176d11-5136-45c6-a0c0-20bf4804fe8f
832bbf6e-a7f0-4ffc-8d7d-132a3d90199c,D,793d1331-1947-4fa3-8efc-28aab4275165,5249ded5-d44b-488e-9838-367e4a2b67a8
37cf1714-4d83-4d07-8fbe-519c029315a2,C,3f39cdc6-ddff-4494-9eae-2d679a2358a3,806df860-13d4-4dc1-b977-1c77606f43cc
e6a0f31c-0403-43a0-8da6-f97b9a857dd2,C-,adb2450b-abc6-4f44-b473-d9513eddd68f,a6e74fc0-757f-4b4b-9396-db1938f3b73c
d620fbb4-b48d-4383-a9d5-841fb3187a63,D+,d3d41e6a-02c3-4f0c-a9c2-d9dd6ced8190,b635ede6-c582-4850-a3d9-5825af931b95
43a2ce08-91da-4b87-a7c1-4981ad73e3e8,B,645bb101-2e5b-4f40-9307-c3415a4ba609,7a320b68-98bc-421a-839c-9121fde3a798
89eb75f7-b553-4f7e-badb-9dd7e5bc1dfb,A-,23d115e5-dd78-44ee-a69b-8124b410f991,806df860-13d4-4dc1-b977-1c77606f43cc
e90b8fd8-1879-4a60-8169-75329621a406,C+,a999b1cf-fda0-4545-bc55-b64f1c8a1be4,68329e43-8667-4196-a988-36ce6d4f692c
55dcd8ee-fd52-4ad9-b9c5-aa9fe540aa21,B-,2008469b-005f-4294-8326-74b8de9ed2ad,f15f859f-02af-494b-9377-df69a960199b
f0e99f60-988f-416c-bc09-9c4f759d6ad5,B-,b5891d6b-f7f9-4581-8b6f-9fa28f56a999,05aaf131-f42b-4f1b-a218-4b4e16531964
67c03f6b-3492-43be-a839-30e6ea93ecac,D+,e5c9a905-20d3-4ed0-bd38-8a98a3c82711,1deb6d34-1d1a-466d-9387-99dbcadecc49
a129d3c8-b35d-4348-9fab-7b5cad97c6e8,F,11ddfad2-8f99-49fb-b7ab-0577df633b93,173c5cd1-1850-40cb-b342-941deb58cf07
f7030696-4ed2-48a5-bcc8-46ac9b0c2ade,F,3e277a37-f017-493d-9aea-7aa690cfd0da,4bb6f462-9156-425c-a212-1223d414eef4
649398c1-6253-4fbd-9be6-47cfbcfd4ab1,B,9c830965-dd84-4814-8761-da81d2f1cd67,e3927a39-6af0-4378-92a3-a29c72d51c52
55aa23bf-08c2-4c83-9594-a4edfaf070b9,D+,1664b413-1c35-4fe6-b791-c147b7dfa56d,a01f4ca7-c866-487f-adf0-b7ca62e1e94c
666a8dfc-af9e-496a-aeab-da3617366569,F+,cc4f2ee7-55ef-480c-9982-b4ffef078876,8a699765-fba8-4563-9b45-03449f980c3b
35a5edc4-e6f7-4ab9-b9dc-a698cb6fbc5c,A+,59f0f810-56f6-494e-af8c-cbe8b7587634,0f828e19-3619-4bd5-8b17-789eacd9f073
17a98af9-7693-43d5-b0ae-a6be72cd3388,B,3e277a37-f017-493d-9aea-7aa690cfd0da,1e72d1ee-accc-43f6-a215-81c2394c4e7c
fe331387-3788-4ea4-99f7-60fc270cceb9,F,d85e3c31-b052-4c25-aa77-30c8f34e036e,6a64a9b6-5d90-46a1-8f08-db26b9ba3211
f46b579f-af2c-4dc8-a636-dcdb53d3600c,A-,2c21729a-5651-4812-8b76-61f6cc5fba84,b9c6001b-624f-4d48-afa5-02cf6ec9224e
97984872-2924-48fc-aeb2-cdd2693b5df9,D,1c83054e-f386-4bc3-a1f6-00a7b3414673,561eab3f-408a-4f8f-beb3-77b4d1cc73eb
2e175074-1f14-497b-973e-bd8e80512ee0,A+,de10725e-30d7-43c1-b3fc-9d0e9e8bba90,fc6dfb8c-f206-4cfc-9217-b89aa43f80c7
4a17e7fb-4e88-4138-96f7-0c843b3092c0,F,8554c3ac-931d-4e29-9751-d6b8cce949f4,b8aebd1a-7605-4223-948e-2e72c691978b
139333af-ac0b-440c-86f4-8e6cbf80e5a2,A+,a74191ea-1029-46e8-bad4-2818f05e780c,02a22559-38d1-47fa-96ac-dd558dfe2b90
e8dacb83-873b-4cb9-80aa-6a9338142d77,F-,606d2bac-32b8-4205-87fe-7a1cd8bebb60,806df860-13d4-4dc1-b977-1c77606f43cc
af13f512-813f-41c2-8ba8-b85b9c54cfd3,D,8e8e8436-d634-4cdd-8bae-75e24cef20c2,8a699765-fba8-4563-9b45-03449f980c3b
115d079e-fb64-4616-87a2-a272d495f931,B,82f252de-b11e-4e28-81ad-34f8b486472d,962b1a0d-a9f2-418b-bab0-ac692b8e89ff
2a2d3226-bf92-4a64-9fec-d1b1cb2a7eff,D+,f06eee0b-fa77-4a61-853d-f087ed112e22,6a64a9b6-5d90-46a1-8f08-db26b9ba3211
c0da92a1-e83c-4029-85ae-cd5b47eb0def,F-,ddfa9d92-beac-4c38-ba88-3fd61da8e2f7,0993a2c1-aed7-4f24-8941-f087875a1452
54daf1c1-f811-488e-ac75-2805929c01a7,F,e34d6d1c-b2c9-4cc7-b570-82c2dc183252,1e72d1ee-accc-43f6-a215-81c2394c4e7c
aa057500-98b0-43f5-8456-c27ad2e75239,A+,91aec97d-65a7-4868-8fdb-54683c8175cf,02a22559-38d1-47fa-96ac-dd558dfe2b90
5a1ab7a1-8586-4a40-b27b-0e3fa21b14b5,A+,1162bfe9-3089-4e24-91e4-a2813c25d16c,222a0c52-efd7-4a04-9904-6cfef3f8ffcf
2520b250-0572-4f99-bd86-90a94e1d30d9,C,4a696717-3ba5-4fa6-b9bd-9a9d1f6a9e30,cbc5007d-ee55-44e4-85ec-32b33822da4e
b1abf65c-695f-42cf-8ede-d7f3024c295d,B,aaf37806-cf67-4703-9c81-fc6f82e60c3a,fc6dfb8c-f206-4cfc-9217-b89aa43f80c7
8b277e98-bd77-497c-9f33-5bd79f43d8be,C-,e4c0549d-6155-4332-815f-d4871215c147,222a0c52-efd7-4a04-9904-6cfef3f8ffcf
a9051c72-2c78-4732-a656-324149eeb34a,F-,b0d7c499-83c9-4c59-a582-c4d1f77dbfd1,7cef21df-99bf-471e-afd8-aab72256ee2b
0e286b71-25af-47f5-ae20-fa186773ea9c,D,93f29a82-5649-4d09-98b0-743d25be9c0d,b8aebd1a-7605-4223-948e-2e72c691978b
4a137721-2ead-49b3-aac3-a2aa5c398195,F+,fc9a330b-f5ff-4234-b41d-8ddc8b075a21,515c15bf-fba8-4bf4-90cd-0c98ed98ee10
c8a7b3f4-0e68-41bd-8894-a61f39520641,F+,b284f115-8f9c-4b05-b96f-b60bccd0feb8,08f98650-3873-4694-898c-9c39a1f34ff4
6f3b3b24-edd3-4010-99e3-3cf66617ba8e,C-,043706b9-1007-4f92-a5a5-5d3c36dfada4,cbc5007d-ee55-44e4-85ec-32b33822da4e
e8c3f528-d3b4-4ecd-9ea1-36cb6d2b4ee8,D,2b61f50b-d19e-4511-a1d1-7517e0e067e7,ea6dc88f-b999-4050-b275-9e92f8c733ea
7835126b-c238-4dc4-867b-5046e8eafc18,F,d4587313-b66d-4ad7-85fb-9ef80a175de4,443bdb9d-e4ec-4076-9500-722fe690dd62
f7e83df2-0522-400a-bb5c-2a1ca7084f50,B+,0f61cb74-0e5e-4e4a-9619-7b57a7d267f7,53bbb617-7eb3-4316-8cea-bfb436c64d77
a9bacc13-4c66-4d93-85d7-6c5c7a103187,F-,c5f8d6d9-f445-49e5-9160-d0c0a81b8e8e,b9c6001b-624f-4d48-afa5-02cf6ec9224e
f437fea2-2bef-4c14-9f78-471c31bfc379,F,9e8e1ba1-1ac2-40e6-ac13-d55c9739a9c2,27882fe3-360b-4c89-99bf-089ff18ab89a
6e174a58-c740-4566-a2fd-935597f04ff2,A+,d1d292c3-d366-4f40-ab4f-9eeb3d2e071b,7a320b68-98bc-421a-839c-9121fde3a798
39e9c521-befb-406e-a1dd-c9f9a0aa1512,D+,0b05b8fa-ffde-48ff-a11c-6b9c9189359a,79f99032-59f5-4c59-af1e-8d87ccf180ae
675cfa8f-002b-4050-af8e-a32c6a15ebfb,D-,0de7430a-0ee3-4b11-a96a-910056d1b98e,a9bb487d-0208-48c4-95a0-47569edad1ba
e590377a-3679-4436-a7e1-a2171b285334,D-,94f5a564-b3eb-4afe-87b1-96e482838d72,694c7824-5428-4fba-95f8-7fc8e5b48ecb
3abcc593-f24f-49bc-9a5b-5d73a0ae9b48,F,10b76ec4-487d-4bdc-8402-e548a4c0d871,0010eac2-38be-45d4-a8fb-051b1b1a16a9
604f98f6-ef2e-4c12-b103-84a5f82db5e1,D-,d170022e-13cf-4b8d-ac04-ae8ce9fb2fd6,3564934c-35e7-4f38-90b2-87a75e65759f
6258a932-37c3-4d49-8f54-928181047751,D,24710534-decb-4341-b000-5162b7dc4d62,8a699765-fba8-4563-9b45-03449f980c3b
963f6311-bfc4-4759-91ea-1fb159d41eb7,D,99f39607-adb7-447c-90a7-d0189b6a6208,a9bb487d-0208-48c4-95a0-47569edad1ba
